id,Logexp,foldchange,pval,condition,control
CA_C0001,2.99363,0.07923,0.00061,BA.15,NS.75
CA_C0002,2.73912,0.14653,0.00061,BA.15,NS.75
CA_C0003,2.08908,0.35417,0.00061,BA.15,NS.75
CA_C0004,2.95263,0.20441,0.00061,BA.15,NS.75
CA_C0005,2.17907,0.24647,0.00061,BA.15,NS.75
CA_C0006,3.22819,0.3079,0.00061,BA.15,NS.75
CA_C0007,3.4759,0.26062,0.00061,BA.15,NS.75
CA_C0008,1.3434,0.05227,9e-05,BA.15,NS.75
CA_C0009,2.01886,0.09956,0.00061,BA.15,NS.75
CA_C0010,2.82889,-0.05441,0.00061,BA.15,NS.75
CA_C0011,1.77427,-0.06729,9e-05,BA.15,NS.75
CA_C0012,2.50812,-0.18327,0.00061,BA.15,NS.75
CA_C0013,1.71516,-0.46861,0.00061,BA.15,NS.75
CA_C0014,3.62681,0.51543,0.00061,BA.15,NS.75
CA_C0015,3.77662,0.66544,0.00061,BA.15,NS.75
CA_C0016,3.34755,0.7964,0.00061,BA.15,NS.75
CA_C0017,3.60634,0.81433,0.00061,BA.15,NS.75
CA_C0018,2.55612,0.49991,0.00061,BA.15,NS.75
CA_C0019,1.75569,0.03461,9e-05,BA.15,NS.75
CA_C0020,1.95133,0.74239,0.00061,BA.15,NS.75
CA_C0021,2.98857,0.06757,0.00061,BA.15,NS.75
CA_C0022,3.03432,-0.27844,0.00061,BA.15,NS.75
CA_C0023,2.07668,-0.17304,0.00061,BA.15,NS.75
CA_C0024,2.84351,-0.16959,0.00061,BA.15,NS.75
CA_C0025,1.84108,0.23887,0.00061,BA.15,NS.75
CA_C0026,1.90602,0.4071,0.00061,BA.15,NS.75
CA_C0027,2.36966,0.31857,0.00061,BA.15,NS.75
CA_C0028,3.35378,-0.13626,0.00061,BA.15,NS.75
CA_C0029,2.81761,-0.20133,0.00061,BA.15,NS.75
CA_C0030,2.99658,-0.09171,0.00061,BA.15,NS.75
CA_C0031,1.93134,-0.0327,9e-05,BA.15,NS.75
CA_C0032,2.48781,0.13678,0.00061,BA.15,NS.75
CA_C0033,2.58129,-0.06253,0.00061,BA.15,NS.75
CA_C0034,2.59792,-0.09117,0.00061,BA.15,NS.75
CA_C0035,1.36663,-0.01267,9e-05,BA.15,NS.75
CA_C0036,1.21304,0.68188,0.00061,BA.15,NS.75
CA_C0037,1.26714,0.31681,0.00061,BA.15,NS.75
CA_C0038,0.60294,0.68889,0.00061,BA.15,NS.75
CA_C0039,2.04126,0.38067,0.00061,BA.15,NS.75
CA_C0040,1.68744,-0.31845,0.00061,BA.15,NS.75
CA_C0041,1.24435,0.04265,9e-05,BA.15,NS.75
CA_C0042,1.70139,0.41903,0.00061,BA.15,NS.75
CA_C0043,1.15865,0.03246,9e-05,BA.15,NS.75
CA_C0044,0.84178,0.05653,9e-05,BA.15,NS.75
CA_C0045,1.71951,-0.03292,9e-05,BA.15,NS.75
CA_C0046,1.11285,0.08224,9e-05,BA.15,NS.75
CA_C0047,1.07374,-0.30406,0.00061,BA.15,NS.75
CA_C0048,1.20641,0.26347,0.00061,BA.15,NS.75
CA_C0049,1.30261,0.25185,0.00061,BA.15,NS.75
CA_C0050,0.72999,-0.62155,0.00061,BA.15,NS.75
CA_C0051,0.60894,0.07559,9e-05,BA.15,NS.75
CA_C0052,1.84921,0.12288,0.00061,BA.15,NS.75
CA_C0053,1.61557,-0.24111,0.00061,BA.15,NS.75
CA_C0055,1.33388,0.02113,9e-05,BA.15,NS.75
CA_C0056,2.21775,-0.21777,0.00061,BA.15,NS.75
CA_C0057,2.42891,-0.36968,0.00061,BA.15,NS.75
CA_C0058,1.77121,-0.17544,0.00061,BA.15,NS.75
CA_C0059,1.9806,-0.14575,0.00061,BA.15,NS.75
CA_C0060,2.70911,-0.3348,0.00061,BA.15,NS.75
CA_C0061,2.88063,-0.40611,0.00061,BA.15,NS.75
CA_C0062,2.18507,-0.28302,0.00061,BA.15,NS.75
CA_C0063,3.14422,-0.46415,0.00061,BA.15,NS.75
CA_C0064,1.80828,-0.36329,0.00061,BA.15,NS.75
CA_C0065,1.96311,-0.5442,0.00061,BA.15,NS.75
CA_C0066,1.85887,-0.20527,0.00061,BA.15,NS.75
CA_C0067,1.57893,-0.17054,0.00061,BA.15,NS.75
CA_C0068,1.7814,-0.05446,9e-05,BA.15,NS.75
CA_C0069,1.48203,0.18134,0.00061,BA.15,NS.75
CA_C0070,2.06699,-0.51221,0.00061,BA.15,NS.75
CA_C0071,1.50736,-0.40556,0.00061,BA.15,NS.75
CA_C0072,0.72035,-0.26864,0.00061,BA.15,NS.75
CA_C0073,2.27303,0.1431,0.00061,BA.15,NS.75
CA_C0075,0.89938,-0.5743,0.00061,BA.15,NS.75
CA_C0076,2.39367,-0.18949,0.00061,BA.15,NS.75
CA_C0077,1.35518,-0.45802,0.00061,BA.15,NS.75
CA_C0078,3.53263,-0.02886,9e-05,BA.15,NS.75
CA_C0079,3.03998,0.08276,0.00061,BA.15,NS.75
CA_C0080,2.55593,-0.0882,0.00061,BA.15,NS.75
CA_C0081,2.08943,0.09277,0.00061,BA.15,NS.75
CA_C0082,3.75766,-0.03545,0.00061,BA.15,NS.75
CA_C0083,2.933,-0.00373,9e-05,BA.15,NS.75
CA_C0084,2.70511,0.08002,0.00061,BA.15,NS.75
CA_C0085,1.45251,0.25954,0.00061,BA.15,NS.75
CA_C0086,1.55059,-0.0728,0.00061,BA.15,NS.75
CA_C0087,2.27665,-0.15913,0.00061,BA.15,NS.75
CA_C0088,2.33705,0.06153,0.00061,BA.15,NS.75
CA_C0089,2.52584,-0.03033,9e-05,BA.15,NS.75
CA_C0090,2.63943,-0.00403,9e-05,BA.15,NS.75
CA_C0091,4.03471,0.97688,0.23964,BA.15,NS.75
CA_C0092,1.87108,0.61478,0.00061,BA.15,NS.75
CA_C0093,1.408,-0.10069,0.00061,BA.15,NS.75
CA_C0094,2.99578,-0.14497,0.00061,BA.15,NS.75
CA_C0095,2.25419,0.03727,9e-05,BA.15,NS.75
CA_C0096,1.81326,0.06422,0.00046,BA.15,NS.75
CA_C0097,2.15183,-0.02214,9e-05,BA.15,NS.75
CA_C0098,2.49589,0.08708,0.00061,BA.15,NS.75
CA_C0099,2.52662,0.18299,0.00061,BA.15,NS.75
CA_C0100,2.68534,-0.05319,0.00061,BA.15,NS.75
CA_C0101,1.41354,0.21324,0.00061,BA.15,NS.75
CA_C0102,2.99623,-0.39884,0.00061,BA.15,NS.75
CA_C0103,2.50719,-0.3073,0.00061,BA.15,NS.75
CA_C0104,3.1447,-0.46478,0.00061,BA.15,NS.75
CA_C0105,2.33458,-0.40113,0.00061,BA.15,NS.75
CA_C0106,3.08141,-0.5407,0.00061,BA.15,NS.75
CA_C0107,3.00582,-0.70716,0.00061,BA.15,NS.75
CA_C0108,2.83589,-0.78,0.00061,BA.15,NS.75
CA_C0109,3.13475,-0.50339,0.00061,BA.15,NS.75
CA_C0110,3.34658,-0.43483,0.00061,BA.15,NS.75
CA_C0111,2.92765,-0.29559,0.00061,BA.15,NS.75
CA_C0112,2.77518,-0.18402,0.00061,BA.15,NS.75
CA_C0113,2.7457,0.14107,0.00061,BA.15,NS.75
CA_C0114,2.56406,-0.06218,0.00061,BA.15,NS.75
CA_C0115,3.51646,0.20629,0.00061,BA.15,NS.75
CA_C0116,3.77142,0.33242,0.00061,BA.15,NS.75
CA_C0117,1.41199,0.63625,0.00061,BA.15,NS.75
CA_C0118,1.59055,0.71725,0.00061,BA.15,NS.75
CA_C0119,0.70658,0.45592,0.00061,BA.15,NS.75
CA_C0120,1.45278,0.31224,0.00061,BA.15,NS.75
CA_C0121,1.20631,0.07446,0.00046,BA.15,NS.75
CA_C0122,2.21534,0.21111,0.00061,BA.15,NS.75
CA_C0123,2.00743,0.10531,0.00061,BA.15,NS.75
CA_C0124,0.49432,-0.32158,0.00061,BA.15,NS.75
CA_C0125,2.88236,0.21323,0.00061,BA.15,NS.75
CA_C0126,2.8492,0.17314,0.00061,BA.15,NS.75
CA_C0127,3.10355,0.04324,0.00061,BA.15,NS.75
CA_C0128,2.31886,0.38964,0.00061,BA.15,NS.75
CA_C0129,2.00601,0.20535,0.00061,BA.15,NS.75
CA_C0130,1.27193,-0.31161,0.00061,BA.15,NS.75
CA_C0132,1.31353,0.01168,9e-05,BA.15,NS.75
CA_C0133,1.39723,0.06111,9e-05,BA.15,NS.75
CA_C0134,1.13646,0.09963,0.00061,BA.15,NS.75
CA_C0135,1.109,0.63247,0.00061,BA.15,NS.75
CA_C0136,1.10013,0.08816,0.00061,BA.15,NS.75
CA_C0138,2.78437,0.19116,0.00061,BA.15,NS.75
CA_C0139,2.76521,-0.00859,9e-05,BA.15,NS.75
CA_C0140,3.01006,0.09803,0.00061,BA.15,NS.75
CA_C0141,2.9101,0.11559,0.00061,BA.15,NS.75
CA_C0142,0.60436,-0.01243,9e-05,BA.15,NS.75
CA_C0143,0.93149,-1.07692,0.00061,BA.15,NS.75
CA_C0144,1.94424,0.33774,0.00061,BA.15,NS.75
CA_C0145,2.14887,0.04088,9e-05,BA.15,NS.75
CA_C0146,2.81009,-0.23665,0.00061,BA.15,NS.75
CA_C0147,2.8953,-0.00622,9e-05,BA.15,NS.75
CA_C0148,2.48472,-0.37976,0.00061,BA.15,NS.75
CA_C0149,1.98643,-0.00273,9e-05,BA.15,NS.75
CA_C0150,2.09312,-0.12699,0.00061,BA.15,NS.75
CA_C0151,2.19867,-0.18625,0.00061,BA.15,NS.75
CA_C0152,2.549,0.29351,0.00061,BA.15,NS.75
CA_C0153,1.94426,-0.00409,9e-05,BA.15,NS.75
CA_C0154,1.07168,-0.15486,0.00061,BA.15,NS.75
