id,Logexp,foldchange,pval,condition,control
CA_C0001,2.99363,-0.17824,0.00026,BuOH.15,BuOH.270
CA_C0002,2.73912,-0.15624,0.00026,BuOH.15,BuOH.270
CA_C0003,2.08908,-0.04356,0.00026,BuOH.15,BuOH.270
CA_C0004,2.95263,-0.02701,0.00026,BuOH.15,BuOH.270
CA_C0005,2.17907,-0.1147,0.00026,BuOH.15,BuOH.270
CA_C0006,3.22819,-0.08534,0.00026,BuOH.15,BuOH.270
CA_C0007,3.4759,-0.04142,0.00026,BuOH.15,BuOH.270
CA_C0008,1.3434,-0.04368,0.00026,BuOH.15,BuOH.270
CA_C0009,2.01886,-0.00127,0.00024,BuOH.15,BuOH.270
CA_C0010,2.82889,-0.10657,0.00026,BuOH.15,BuOH.270
CA_C0011,1.77427,-0.60336,0.00026,BuOH.15,BuOH.270
CA_C0012,2.50812,0.00556,0.00026,BuOH.15,BuOH.270
CA_C0013,1.71516,0.40752,0.00026,BuOH.15,BuOH.270
CA_C0014,3.62681,-0.15121,0.00026,BuOH.15,BuOH.270
CA_C0015,3.77662,-0.12132,0.00026,BuOH.15,BuOH.270
CA_C0016,3.34755,-0.14513,0.00026,BuOH.15,BuOH.270
CA_C0017,3.60634,-0.2179,0.00026,BuOH.15,BuOH.270
CA_C0018,2.55612,-0.28783,0.00026,BuOH.15,BuOH.270
CA_C0019,1.75569,0.42644,0.00026,BuOH.15,BuOH.270
CA_C0020,1.95133,-0.41697,0.00026,BuOH.15,BuOH.270
CA_C0021,2.98857,-0.24234,0.00026,BuOH.15,BuOH.270
CA_C0022,3.03432,0.39535,0.00026,BuOH.15,BuOH.270
CA_C0023,2.07668,0.34201,0.00026,BuOH.15,BuOH.270
CA_C0024,2.84351,-0.15316,0.00026,BuOH.15,BuOH.270
CA_C0025,1.84108,-0.13824,0.00026,BuOH.15,BuOH.270
CA_C0026,1.90602,-0.13552,0.00026,BuOH.15,BuOH.270
CA_C0027,2.36966,-0.14848,0.00026,BuOH.15,BuOH.270
CA_C0028,3.35378,-0.21406,0.00026,BuOH.15,BuOH.270
CA_C0029,2.81761,0.22251,0.00026,BuOH.15,BuOH.270
CA_C0030,2.99658,0.30797,0.00026,BuOH.15,BuOH.270
CA_C0031,1.93134,0.13831,0.00026,BuOH.15,BuOH.270
CA_C0032,2.48781,0.0558,0.00026,BuOH.15,BuOH.270
CA_C0033,2.58129,0.08131,0.00026,BuOH.15,BuOH.270
CA_C0034,2.59792,0.32403,0.00026,BuOH.15,BuOH.270
CA_C0035,1.36663,-0.26017,0.00026,BuOH.15,BuOH.270
CA_C0036,1.21304,-0.79134,0.18373,BuOH.15,BuOH.270
CA_C0037,1.26714,-0.34091,0.00026,BuOH.15,BuOH.270
CA_C0038,0.60294,-0.61864,0.00026,BuOH.15,BuOH.270
CA_C0039,2.04126,-0.31576,0.00026,BuOH.15,BuOH.270
CA_C0040,1.68744,0.19789,0.00026,BuOH.15,BuOH.270
CA_C0041,1.24435,0.01302,0.00026,BuOH.15,BuOH.270
CA_C0042,1.70139,0.0581,0.00026,BuOH.15,BuOH.270
CA_C0043,1.15865,0.18081,0.00026,BuOH.15,BuOH.270
CA_C0044,0.84178,0.37264,0.00026,BuOH.15,BuOH.270
CA_C0045,1.71951,-0.11842,0.00026,BuOH.15,BuOH.270
CA_C0046,1.11285,0.35485,0.00026,BuOH.15,BuOH.270
CA_C0047,1.07374,0.60219,0.00026,BuOH.15,BuOH.270
CA_C0048,1.20641,0.37028,0.00026,BuOH.15,BuOH.270
CA_C0049,1.30261,0.21431,0.00026,BuOH.15,BuOH.270
CA_C0050,0.72999,0.44606,0.00026,BuOH.15,BuOH.270
CA_C0051,0.60894,-0.08151,0.00026,BuOH.15,BuOH.270
CA_C0052,1.84921,-0.56584,0.09235,BuOH.15,BuOH.270
CA_C0053,1.61557,-0.09591,0.00026,BuOH.15,BuOH.270
CA_C0055,1.33388,0.21541,0.00026,BuOH.15,BuOH.270
CA_C0056,2.21775,-0.42389,0.00026,BuOH.15,BuOH.270
CA_C0057,2.42891,-0.5619,0.00026,BuOH.15,BuOH.270
CA_C0058,1.77121,-0.53646,0.00026,BuOH.15,BuOH.270
CA_C0059,1.9806,-0.53487,0.00026,BuOH.15,BuOH.270
CA_C0060,2.70911,-0.24848,0.00026,BuOH.15,BuOH.270
CA_C0061,2.88063,-0.65803,0.00026,BuOH.15,BuOH.270
CA_C0062,2.18507,-0.79622,0.11559,BuOH.15,BuOH.270
CA_C0063,3.14422,-0.54564,0.00026,BuOH.15,BuOH.270
CA_C0064,1.80828,-0.59614,0.00026,BuOH.15,BuOH.270
CA_C0065,1.96311,-0.24791,0.00026,BuOH.15,BuOH.270
CA_C0066,1.85887,-0.19875,0.00026,BuOH.15,BuOH.270
CA_C0067,1.57893,-0.16098,0.00026,BuOH.15,BuOH.270
CA_C0068,1.7814,-0.03214,0.00026,BuOH.15,BuOH.270
CA_C0069,1.48203,-0.13143,0.00026,BuOH.15,BuOH.270
CA_C0070,2.06699,-0.02603,0.00026,BuOH.15,BuOH.270
CA_C0071,1.50736,-0.34572,0.00026,BuOH.15,BuOH.270
CA_C0072,0.72035,0.46814,0.00026,BuOH.15,BuOH.270
CA_C0073,2.27303,0.03572,0.00026,BuOH.15,BuOH.270
CA_C0075,0.89938,0.14785,0.00026,BuOH.15,BuOH.270
CA_C0076,2.39367,0.15389,0.00026,BuOH.15,BuOH.270
CA_C0077,1.35518,0.38107,0.00026,BuOH.15,BuOH.270
CA_C0078,3.53263,0.0174,0.00026,BuOH.15,BuOH.270
CA_C0079,3.03998,0.04468,0.00026,BuOH.15,BuOH.270
CA_C0080,2.55593,-0.04929,0.00026,BuOH.15,BuOH.270
CA_C0081,2.08943,0.01144,0.00026,BuOH.15,BuOH.270
CA_C0082,3.75766,0.08343,0.00026,BuOH.15,BuOH.270
CA_C0083,2.933,0.09635,0.00026,BuOH.15,BuOH.270
CA_C0084,2.70511,-0.01726,0.00026,BuOH.15,BuOH.270
CA_C0085,1.45251,-0.35146,0.00026,BuOH.15,BuOH.270
CA_C0086,1.55059,-0.394,0.00026,BuOH.15,BuOH.270
CA_C0087,2.27665,0.06506,0.00026,BuOH.15,BuOH.270
CA_C0088,2.33705,0.08033,0.00026,BuOH.15,BuOH.270
CA_C0089,2.52584,0.01338,0.00026,BuOH.15,BuOH.270
CA_C0090,2.63943,0.1822,0.00026,BuOH.15,BuOH.270
CA_C0091,4.03471,-0.65257,0.00026,BuOH.15,BuOH.270
CA_C0092,1.87108,-0.81813,0.04364,BuOH.15,BuOH.270
CA_C0093,1.408,0.13195,0.00026,BuOH.15,BuOH.270
CA_C0094,2.99578,0.4655,0.00026,BuOH.15,BuOH.270
CA_C0095,2.25419,0.35583,0.00026,BuOH.15,BuOH.270
CA_C0096,1.81326,0.35807,0.00026,BuOH.15,BuOH.270
CA_C0097,2.15183,0.20151,0.00026,BuOH.15,BuOH.270
CA_C0098,2.49589,0.32579,0.00026,BuOH.15,BuOH.270
CA_C0099,2.52662,0.33785,0.00026,BuOH.15,BuOH.270
CA_C0100,2.68534,0.27818,0.00026,BuOH.15,BuOH.270
CA_C0101,1.41354,-0.31857,0.00026,BuOH.15,BuOH.270
CA_C0102,2.99623,1.22193,0.0311,BuOH.15,BuOH.270
CA_C0103,2.50719,1.26843,0.0548,BuOH.15,BuOH.270
CA_C0104,3.1447,1.34199,0.11559,BuOH.15,BuOH.270
CA_C0105,2.33458,1.42092,0.17499,BuOH.15,BuOH.270
CA_C0106,3.08141,1.33124,0.11559,BuOH.15,BuOH.270
CA_C0107,3.00582,1.48203,0.19339,BuOH.15,BuOH.270
