id,Logexp,foldchange,pval,condition,control
CA_C0001,2.99363,-0.53148,0,NS.150,BuOH.150
CA_C0002,2.73912,-0.08945,0,NS.150,BuOH.150
CA_C0003,2.08908,0.55586,0,NS.150,BuOH.150
CA_C0004,2.95263,0.20979,0,NS.150,BuOH.150
CA_C0005,2.17907,0.10702,0,NS.150,BuOH.150
CA_C0006,3.22819,-0.07252,0.00878,NS.150,BuOH.150
CA_C0007,3.4759,0.07982,0.01381,NS.150,BuOH.150
CA_C0008,1.3434,0.03059,0,NS.150,BuOH.150
CA_C0009,2.01886,0.16483,0,NS.150,BuOH.150
CA_C0010,2.82889,-0.14877,0,NS.150,BuOH.150
CA_C0011,1.77427,0.86873,0,NS.150,BuOH.150
CA_C0012,2.50812,0.63374,0,NS.150,BuOH.150
CA_C0013,1.71516,0.158,0,NS.150,BuOH.150
CA_C0014,3.62681,-1.04621,0.32574,NS.150,BuOH.150
CA_C0015,3.77662,-0.81018,0.19068,NS.150,BuOH.150
CA_C0016,3.34755,-0.7507,0.15545,NS.150,BuOH.150
CA_C0017,3.60634,-0.91808,0.19068,NS.150,BuOH.150
CA_C0018,2.55612,-1.04363,0,NS.150,BuOH.150
CA_C0019,1.75569,-0.1854,0,NS.150,BuOH.150
CA_C0020,1.95133,-0.91363,0,NS.150,BuOH.150
CA_C0021,2.98857,0.08163,0,NS.150,BuOH.150
CA_C0022,3.03432,-0.55269,0,NS.150,BuOH.150
CA_C0023,2.07668,-0.02907,0,NS.150,BuOH.150
CA_C0024,2.84351,-0.52876,0,NS.150,BuOH.150
CA_C0025,1.84108,0.29644,0,NS.150,BuOH.150
CA_C0026,1.90602,0.72213,0,NS.150,BuOH.150
CA_C0027,2.36966,0.40667,0,NS.150,BuOH.150
CA_C0028,3.35378,-0.42084,0.09552,NS.150,BuOH.150
CA_C0029,2.81761,0.23707,0,NS.150,BuOH.150
CA_C0030,2.99658,0.02462,0,NS.150,BuOH.150
CA_C0031,1.93134,-0.2254,0,NS.150,BuOH.150
CA_C0032,2.48781,-0.15955,0,NS.150,BuOH.150
CA_C0033,2.58129,-0.72751,0,NS.150,BuOH.150
CA_C0034,2.59792,-0.07464,0,NS.150,BuOH.150
CA_C0035,1.36663,0.91088,0,NS.150,BuOH.150
CA_C0036,1.21304,1.14763,0,NS.150,BuOH.150
CA_C0037,1.26714,1.00491,0,NS.150,BuOH.150
CA_C0038,0.60294,1.29382,0,NS.150,BuOH.150
CA_C0039,2.04126,0.8715,0,NS.150,BuOH.150
CA_C0040,1.68744,0.27253,0,NS.150,BuOH.150
CA_C0041,1.24435,0.46263,0,NS.150,BuOH.150
CA_C0042,1.70139,0.76174,0,NS.150,BuOH.150
CA_C0043,1.15865,1.03607,0,NS.150,BuOH.150
CA_C0044,0.84178,0.70464,0,NS.150,BuOH.150
CA_C0045,1.71951,0.92887,0,NS.150,BuOH.150
CA_C0046,1.11285,1.09131,0,NS.150,BuOH.150
CA_C0047,1.07374,0.75237,0,NS.150,BuOH.150
CA_C0048,1.20641,1.23527,0,NS.150,BuOH.150
CA_C0049,1.30261,0.40881,0,NS.150,BuOH.150
CA_C0050,0.72999,-0.15309,0,NS.150,BuOH.150
CA_C0051,0.60894,-0.18195,0,NS.150,BuOH.150
CA_C0052,1.84921,0.14023,0,NS.150,BuOH.150
CA_C0053,1.61557,-0.38958,0,NS.150,BuOH.150
CA_C0055,1.33388,-0.4087,0,NS.150,BuOH.150
CA_C0056,2.21775,1.21406,0,NS.150,BuOH.150
CA_C0057,2.42891,1.38171,0,NS.150,BuOH.150
CA_C0058,1.77121,1.63949,0,NS.150,BuOH.150
CA_C0059,1.9806,1.30551,0,NS.150,BuOH.150
CA_C0060,2.70911,0.5605,0,NS.150,BuOH.150
CA_C0061,2.88063,0.96433,0,NS.150,BuOH.150
CA_C0062,2.18507,1.01251,0,NS.150,BuOH.150
CA_C0063,3.14422,1.05817,0.33273,NS.150,BuOH.150
CA_C0064,1.80828,1.22414,0,NS.150,BuOH.150
CA_C0065,1.96311,1.22862,0,NS.150,BuOH.150
CA_C0066,1.85887,1.05979,0,NS.150,BuOH.150
CA_C0067,1.57893,0.18299,0,NS.150,BuOH.150
CA_C0068,1.7814,0.34917,0,NS.150,BuOH.150
CA_C0069,1.48203,0.26414,0,NS.150,BuOH.150
CA_C0070,2.06699,0.0577,0,NS.150,BuOH.150
CA_C0071,1.50736,0.77226,0,NS.150,BuOH.150
CA_C0072,0.72035,0.70724,0,NS.150,BuOH.150
CA_C0073,2.27303,-0.28177,0,NS.150,BuOH.150
CA_C0075,0.89938,-0.95987,0,NS.150,BuOH.150
CA_C0076,2.39367,-0.47251,0,NS.150,BuOH.150
CA_C0077,1.35518,-0.47187,0,NS.150,BuOH.150
CA_C0078,3.53263,-0.61524,0.19068,NS.150,BuOH.150
CA_C0079,3.03998,-0.12907,0,NS.150,BuOH.150
CA_C0080,2.55593,-0.08339,0,NS.150,BuOH.150
CA_C0081,2.08943,0.18762,0,NS.150,BuOH.150
CA_C0082,3.75766,-0.15477,0.01381,NS.150,BuOH.150
CA_C0083,2.933,-0.23052,0,NS.150,BuOH.150
CA_C0084,2.70511,-0.67463,0,NS.150,BuOH.150
CA_C0085,1.45251,-1.00483,0,NS.150,BuOH.150
CA_C0086,1.55059,-0.41537,0,NS.150,BuOH.150
CA_C0087,2.27665,-0.09149,0,NS.150,BuOH.150
CA_C0088,2.33705,0.54219,0,NS.150,BuOH.150
CA_C0089,2.52584,0.30408,0,NS.150,BuOH.150
CA_C0090,2.63943,0.0973,0,NS.150,BuOH.150
CA_C0091,4.03471,-0.07087,0.00081,NS.150,BuOH.150
CA_C0092,1.87108,-0.49809,0,NS.150,BuOH.150
CA_C0093,1.408,-0.38988,0,NS.150,BuOH.150
CA_C0094,2.99578,0.39487,0,NS.150,BuOH.150
CA_C0095,2.25419,0.32704,0,NS.150,BuOH.150
CA_C0096,1.81326,0.44211,0,NS.150,BuOH.150
CA_C0097,2.15183,0.36401,0,NS.150,BuOH.150
CA_C0098,2.49589,0.22155,0,NS.150,BuOH.150
CA_C0099,2.52662,-0.09007,0,NS.150,BuOH.150
CA_C0100,2.68534,-0.38275,0,NS.150,BuOH.150
CA_C0101,1.41354,0.80392,0,NS.150,BuOH.150
CA_C0102,2.99623,-0.30549,0,NS.150,BuOH.150
CA_C0103,2.50719,-0.07597,0,NS.150,BuOH.150
CA_C0104,3.1447,-0.14499,0.00082,NS.150,BuOH.150
CA_C0105,2.33458,-0.0655,0,NS.150,BuOH.150
CA_C0106,3.08141,-0.25124,0.00878,NS.150,BuOH.150
CA_C0107,3.00582,-0.5573,0,NS.150,BuOH.150
CA_C0108,2.83589,-0.58315,0,NS.150,BuOH.150
CA_C0109,3.13475,-0.34831,0.01381,NS.150,BuOH.150
CA_C0110,3.34658,-0.23193,0.0073,NS.150,BuOH.150
CA_C0111,2.92765,-0.88818,0,NS.150,BuOH.150
CA_C0112,2.77518,-0.97108,0,NS.150,BuOH.150
CA_C0113,2.7457,-0.09709,0,NS.150,BuOH.150
CA_C0114,2.56406,-0.49363,0,NS.150,BuOH.150
CA_C0115,3.51646,-0.24711,0.01381,NS.150,BuOH.150
CA_C0116,3.77142,-0.61424,0.15545,NS.150,BuOH.150
CA_C0117,1.41199,-0.48973,0,NS.150,BuOH.150
CA_C0118,1.59055,-0.4136,0,NS.150,BuOH.150
CA_C0119,0.70658,-0.18309,0,NS.150,BuOH.150
CA_C0120,1.45278,-0.28678,0,NS.150,BuOH.150
CA_C0121,1.20631,-0.73887,0,NS.150,BuOH.150
CA_C0122,2.21534,0.03191,0,NS.150,BuOH.150
CA_C0123,2.00743,-0.05584,0,NS.150,BuOH.150
CA_C0124,0.49432,0.30779,0,NS.150,BuOH.150
CA_C0125,2.88236,0.05177,0,NS.150,BuOH.150
CA_C0126,2.8492,-0.06722,0,NS.150,BuOH.150
CA_C0127,3.10355,-0.38698,0.19068,NS.150,BuOH.150
CA_C0128,2.31886,0.2677,0,NS.150,BuOH.150
CA_C0129,2.00601,-0.36513,0,NS.150,BuOH.150
CA_C0130,1.27193,-0.13602,0,NS.150,BuOH.150
CA_C0132,1.31353,0.66316,0,NS.150,BuOH.150
CA_C0133,1.39723,1.01689,0,NS.150,BuOH.150
CA_C0134,1.13646,1.2434,0,NS.150,BuOH.150
CA_C0135,1.109,1.062,0,NS.150,BuOH.150
CA_C0136,1.10013,0.78982,0,NS.150,BuOH.150
CA_C0138,2.78437,0.07377,0,NS.150,BuOH.150
CA_C0139,2.76521,-0.08935,0,NS.150,BuOH.150
CA_C0140,3.01006,-0.20886,0,NS.150,BuOH.150
CA_C0141,2.9101,-0.035,0,NS.150,BuOH.150
CA_C0142,0.60436,-1.2796,0,NS.150,BuOH.150
CA_C0143,0.93149,-0.05432,0,NS.150,BuOH.150
CA_C0144,1.94424,0.47508,0,NS.150,BuOH.150
CA_C0145,2.14887,0.06248,0,NS.150,BuOH.150
