id,Logexp,foldchange,pval,condition,control
CA_C0001,2.99363,-0.14995,0,BuOH.15,NS.75
CA_C0002,2.73912,0.09222,0,BuOH.15,NS.75
CA_C0003,2.08908,0.21353,0,BuOH.15,NS.75
CA_C0004,2.95263,0.0947,0,BuOH.15,NS.75
CA_C0005,2.17907,0.10471,0,BuOH.15,NS.75
CA_C0006,3.22819,0.13696,0,BuOH.15,NS.75
CA_C0007,3.4759,0.14227,0.00078,BuOH.15,NS.75
CA_C0008,1.3434,-0.08582,0,BuOH.15,NS.75
CA_C0009,2.01886,0.13449,0,BuOH.15,NS.75
CA_C0010,2.82889,-0.04709,0,BuOH.15,NS.75
CA_C0011,1.77427,-0.16332,0,BuOH.15,NS.75
CA_C0012,2.50812,0.01866,0,BuOH.15,NS.75
CA_C0013,1.71516,0.10865,0,BuOH.15,NS.75
CA_C0014,3.62681,-0.09882,0.00078,BuOH.15,NS.75
CA_C0015,3.77662,-0.04143,0.00078,BuOH.15,NS.75
CA_C0016,3.34755,0.02484,0.00073,BuOH.15,NS.75
CA_C0017,3.60634,-0.05582,0.00078,BuOH.15,NS.75
CA_C0018,2.55612,-0.15439,0,BuOH.15,NS.75
CA_C0019,1.75569,0.30176,0,BuOH.15,NS.75
CA_C0020,1.95133,-0.03065,0,BuOH.15,NS.75
CA_C0021,2.98857,-0.18415,0,BuOH.15,NS.75
CA_C0022,3.03432,-0.07242,0,BuOH.15,NS.75
CA_C0023,2.07668,0.14492,0,BuOH.15,NS.75
CA_C0024,2.84351,-0.13552,0,BuOH.15,NS.75
CA_C0025,1.84108,0.00944,0,BuOH.15,NS.75
CA_C0026,1.90602,0.20192,0,BuOH.15,NS.75
CA_C0027,2.36966,0.03257,0,BuOH.15,NS.75
CA_C0028,3.35378,-0.23798,0.00078,BuOH.15,NS.75
CA_C0029,2.81761,0.02993,0,BuOH.15,NS.75
CA_C0030,2.99658,0.19911,0,BuOH.15,NS.75
CA_C0031,1.93134,-0.07711,0,BuOH.15,NS.75
CA_C0032,2.48781,0.05343,0,BuOH.15,NS.75
CA_C0033,2.58129,0.00254,0,BuOH.15,NS.75
CA_C0034,2.59792,0.08105,0,BuOH.15,NS.75
CA_C0035,1.36663,-0.18216,0,BuOH.15,NS.75
CA_C0036,1.21304,-0.024,0,BuOH.15,NS.75
CA_C0037,1.26714,0.01195,0,BuOH.15,NS.75
CA_C0038,0.60294,-0.0398,0,BuOH.15,NS.75
CA_C0039,2.04126,0.03618,0,BuOH.15,NS.75
CA_C0040,1.68744,-0.16715,0,BuOH.15,NS.75
CA_C0041,1.24435,0.07654,0,BuOH.15,NS.75
CA_C0042,1.70139,0.2946,0,BuOH.15,NS.75
CA_C0043,1.15865,0.41423,0,BuOH.15,NS.75
CA_C0044,0.84178,0.21266,0,BuOH.15,NS.75
CA_C0045,1.71951,0.04794,0,BuOH.15,NS.75
CA_C0046,1.11285,0.41208,0,BuOH.15,NS.75
CA_C0047,1.07374,0.43348,0,BuOH.15,NS.75
CA_C0048,1.20641,0.41927,0,BuOH.15,NS.75
CA_C0049,1.30261,0.09254,0,BuOH.15,NS.75
CA_C0050,0.72999,-0.0461,0,BuOH.15,NS.75
CA_C0051,0.60894,-0.29497,0,BuOH.15,NS.75
CA_C0052,1.84921,-0.15113,0,BuOH.15,NS.75
CA_C0053,1.61557,-0.03433,0,BuOH.15,NS.75
CA_C0055,1.33388,0.15515,0,BuOH.15,NS.75
CA_C0056,2.21775,-0.6937,0,BuOH.15,NS.75
CA_C0057,2.42891,-0.7913,0,BuOH.15,NS.75
CA_C0058,1.77121,-0.65715,0,BuOH.15,NS.75
CA_C0059,1.9806,-0.78097,0,BuOH.15,NS.75
CA_C0060,2.70911,-0.55319,0,BuOH.15,NS.75
CA_C0061,2.88063,-0.79518,0,BuOH.15,NS.75
CA_C0062,2.18507,-0.78744,0,BuOH.15,NS.75
CA_C0063,3.14422,-0.69214,0,BuOH.15,NS.75
CA_C0064,1.80828,-0.64085,0,BuOH.15,NS.75
CA_C0065,1.96311,-0.77622,0,BuOH.15,NS.75
CA_C0066,1.85887,-0.29628,0,BuOH.15,NS.75
CA_C0067,1.57893,-0.31772,0,BuOH.15,NS.75
CA_C0068,1.7814,-0.08052,0,BuOH.15,NS.75
CA_C0069,1.48203,-0.10535,0,BuOH.15,NS.75
CA_C0070,2.06699,-0.2688,0,BuOH.15,NS.75
CA_C0071,1.50736,-0.63699,0,BuOH.15,NS.75
CA_C0072,0.72035,-0.14983,0,BuOH.15,NS.75
CA_C0073,2.27303,-0.00511,0,BuOH.15,NS.75
CA_C0075,0.89938,-0.41034,0,BuOH.15,NS.75
CA_C0076,2.39367,0.05079,0,BuOH.15,NS.75
CA_C0077,1.35518,-0.15082,0,BuOH.15,NS.75
CA_C0078,3.53263,-0.21347,0.00078,BuOH.15,NS.75
CA_C0079,3.03998,0.05259,0,BuOH.15,NS.75
CA_C0080,2.55593,0.00678,0,BuOH.15,NS.75
CA_C0081,2.08943,0.13596,0,BuOH.15,NS.75
CA_C0082,3.75766,-0.0867,0.00078,BuOH.15,NS.75
CA_C0083,2.933,-0.02058,0,BuOH.15,NS.75
CA_C0084,2.70511,-0.03562,0,BuOH.15,NS.75
CA_C0085,1.45251,-0.3884,0,BuOH.15,NS.75
CA_C0086,1.55059,-0.40898,0,BuOH.15,NS.75
CA_C0087,2.27665,0.04915,0,BuOH.15,NS.75
CA_C0088,2.33705,0.2438,0,BuOH.15,NS.75
CA_C0089,2.52584,0.15091,0,BuOH.15,NS.75
CA_C0090,2.63943,0.17524,0,BuOH.15,NS.75
CA_C0091,4.03471,0.12282,0.00078,BuOH.15,NS.75
CA_C0092,1.87108,0.01921,0,BuOH.15,NS.75
CA_C0093,1.408,-0.03802,0,BuOH.15,NS.75
CA_C0094,2.99578,0.18304,0,BuOH.15,NS.75
CA_C0095,2.25419,0.10029,0,BuOH.15,NS.75
CA_C0096,1.81326,0.28147,0,BuOH.15,NS.75
CA_C0097,2.15183,-0.09851,0,BuOH.15,NS.75
CA_C0098,2.49589,0.03611,0,BuOH.15,NS.75
CA_C0099,2.52662,0.12192,0,BuOH.15,NS.75
CA_C0100,2.68534,-0.0891,0,BuOH.15,NS.75
CA_C0101,1.41354,0.00662,0,BuOH.15,NS.75
